faulty	有故障的	The money will be used to repair faulty equipment	2026-05-05 19:12:23
socket	插座	Just plug it into any electrical socket.	2026-05-05 19:13:04
paralyse	使瘫痪	She is paralysed from the waist down	2026-05-05 19:13:13
pop	流行音乐	Modern pop mixes different musical elements	2026-05-06 13:57:05
poll	民意调查	We are doing a weekly poll on the president, and clearly his popularity has declined.	2026-05-06 13:57:23
choreographer	舞蹈指导	A good choreographer can match dance to music perfectly.	2026-05-06 13:59:01
edge	修剪	I need to edge the flower beds this afternoon.	2026-05-06 13:59:46
make the cut	通过选拔	He worked hard and finally made the cut.	2026-05-06 14:01:58
nor	也不	Billy Joel didn't make the cut.Nor did Garth Brooks or Randy Newman.	2026-05-06 14:02:39
vindication	辩护	Seeking public vindication is never his mian goal.	2026-05-06 14:19:54
sound	合理的	He has built up a sound argument for his opinion	2026-05-06 14:20:52
methodology	方法论	The paper explains its research methodology clearly.	2026-05-06 14:21:14
bummed	不高兴的	She was bummed about losing the chance.	2026-05-06 14:21:51
harrumph	哼	She harrumphed at my careless explanation	2026-05-06 14:22:42
enthusiasm	热情， 热忱	Their skill and enthusiasm has got them on the team.	2026-05-06 14:24:35
soundtrack	配音	The soundtrack perfectly matches the mood of the story	2026-05-06 14:27:56
smash(smash hits)	大获成功的歌曲	Her new single turned out to be a huge smash	2026-05-06 14:28:51
treacly	甜蜜的	I can't stand his tracely love songs.	2026-05-06 14:29:06
urgently	紧急地	The problem needs to be solved urgently	2026-05-06 14:29:25
sensual	肉欲的， 性感的	He was a very sensual person	2026-05-06 14:35:49
controlled	冷静的， 克制的	Stay controlled and don't lose your temper	2026-05-06 14:36:33
dispatch	电讯， 发送, 报道	This is a dispatch from our Paris correspondent.	2026-05-06 14:39:55
intimate	亲密的	He did not feel he had got to know them intimately	2026-05-06 14:40:21
unfurl	展开	Once outside the inner breakwater, we began to unfurl all the sails	2026-05-06 14:40:48
sonic	声音的	Sonic speed is about 343 meters per second in air.	2026-05-06 14:41:03
luxuriate	沉浸	Lie back and luxuriate in the scented oil	2026-05-06 14:42:01
hub	中心	The island's social hub is the Cafe Sport	2026-05-07 15:50:45
spear	矛， 标枪	Spear a piece of fish with a carving fork and dip it in the batter	2026-05-07 15:53:57
conceive	构想	I just can't even conceive of that quantity of money.	2026-05-07 15:57:20
have it right	做对了， 掌握了精髓	She finally has it right after many attempts.	2026-05-08 15:59:23
shame	使黯然失色	Put those Georgia stars to shame that night.	2026-05-08 16:02:11
definitive	确定的， 最终的， 权威的	No one has come up with a definitive answer as to why this should be so.	2026-05-08 16:06:05
worm	蠕虫， 蠕动	The bird picked up a worm from the soil.	2026-05-08 16:06:56
alongside	与...一起， 在...旁边	He had worked alongside Frank and Mark and they had become friends.	2026-05-08 16:09:43
distill	提取	The book distills years of experience into simple rules.	2026-05-08 16:10:43
studio	演播室， 电影公司， 工作室	She was in her studio again, painting onto a large canvas.	2026-05-08 16:11:51
album	唱片	Oasis release their new album on July 1.	2026-05-08 16:12:09
in the two decades since	自此以后二十年（省略了then）	In the two decades since 2005, techonology has chaged our daily life greatly.	2026-05-08 16:17:36
medium	媒介	Blood is the medium in which oxygen is carried to all parts of the body.	2026-05-08 16:23:27
in any medium	在任何媒体领域中	The work may not be reproduced in any medium without permission.	2026-05-08 16:23:52
pope	教皇	The Pope is the leader of the Catholic Church	2026-05-08 16:24:05
pore	仔细阅读	She has become the most pored-over writer	2026-05-08 16:24:43
expertise	专长	She was not an accountant and didn't have the expertise to verify all of the financial details.	2026-05-08 16:38:07
craft	职业， 行业	Traditional craft needs patience and years of practice.	2026-05-08 16:38:57
dazzle	使惊叹	Her beauty and talent dazzle everyone around her.	2026-05-08 16:42:11
worldly	世俗的	He cares little about worldly fame and wealth.	2026-05-08 16:42:50
tactician	谋士	He is an extremely astute  political tactician	2026-05-08 16:43:11
verse	诗， 节， 句	I have been moved to write a few lines of verse.	2026-05-08 16:46:23
intricate	复杂的， 难学的	Human society is an intricate network of relationships.	2026-05-08 16:46:53
configuration	布局	Prices range from $119 to $199, depending on the particular configuration	2026-05-08 16:47:09
entendre	双关	He made a clever double entendre that made everyone laugh	2026-05-08 16:51:35
beat	节拍	She dances perfectly to the beat	2026-05-08 16:52:23
swing	摆动	The sail of the little boat swung crazily from one side to the other	2026-05-08 16:52:41
credibility	可信度	The police have lost their credibility	2026-05-08 16:53:32
hustle	忙碌	I hustle every day to make a living	2026-05-08 16:53:52
forecast	预测	They forecast a humiliating defeat for the president.	2026-05-08 16:54:07
greatness	伟大	The greatness of a nation is in its people	2026-05-08 16:55:07
downplay	轻描淡写	Police sources yesterday downplayed the significance of the security breach	2026-05-08 17:04:04
vocalist	歌手	He and Carla Torgerson take turns as the band's lead vocalist	2026-05-08 17:06:42
perverse	任性的, 违背常理的	It would be perverse to stop this healthy trend.	2026-05-08 17:07:52
scam	欺诈	When I told them they were being scammed, they couldn't believe it.	2026-05-08 17:54:55
carve	雕刻， 冲蚀， 割下	One of the prisoners has carved a beautiful wooden chess set.	2026-05-09 20:57:24
extinguish	消灭	The message extinguished her hopes of Richard's return.	2026-05-10 13:37:05
flick	轻弹， 快速移动	His tongue flicked across his lips	2026-05-10 13:37:20
scope	评估， 调查， 范围， 领域	The question is beyond the scope of this book.	2026-05-10 13:40:48
alcoholic	酒鬼	He showed great courage by admitting on television that he is an alcoholic	2026-05-10 13:45:12
end	端点	Hold the rope by one end.	2026-05-10 13:57:41
ledger	账本	He recorded every expense in the ledger.	2026-05-11 20:48:48
corrupt	腐败的	It is sad to see a man so corrupted by desire for money and power.	2026-05-11 20:49:03
character	品质	He's begun a series of personal attacks on my character.	2026-05-11 20:49:20
inequitable	不公平的	The welfare system is grossly inequitable and inefficient.	2026-05-11 20:51:12
cost	成本	Labor costs are a big burden for the company.	2026-05-11 20:52:44
candy	糖果	Kids love sweet candy very much	2026-05-11 20:53:59
stimulus	刺激	Interest rates could fall soon and be a stimulus to the U.S. economy.	2026-05-11 20:54:35
check	支票	Please cash this check at the bank	2026-05-11 20:54:42
pummel	击， 打	He trapped Chuck in a corner and pummelled him ferociously for thirty seconds.	2026-05-11 20:55:20
mortgage	抵押	They had to mortgage their home to pay the bills.	2026-05-11 20:56:57
take sth. to the bank	深信不疑， 吃透规律	His prediction is accurate - you can take it to the bank.	2026-05-11 20:58:56
compound	加重	Additional loss of life will only compound the tragedy.	2026-05-11 21:02:42
hole	洞	He took a shovel, dug a hole, and burried his once-prized possessions.	2026-05-11 21:03:13
foul	下流的, 粗俗的	The teacher had to deal with her foul language, disruptive behaviour, and low academic performance	2026-05-11 21:08:29
defect	背叛， 缺点	He was born with a hearing defect.	2026-05-11 21:09:00
go on	进行， 发生	Unemployment is likely to go on rising this year.	2026-05-11 21:10:22
acupuncture	针灸	I had acupuncture in my lower back	2026-05-11 21:13:18
strategically	战略上地	The store is strategically located near the station.	2026-05-11 21:13:44
scalp	头皮	He smoothed his hair back over his scalp	2026-05-11 21:14:02
smuggle	走私	An air hostess was arrested and charged with drug smuggling.	2026-05-11 21:24:44
fiscal	财政的	The country is facing a serious fiscal deficit.	2026-05-12 15:48:51
hawk	鹰派分子	Both hawk and doves have expanded their conditions for ending the war	2026-05-12 15:49:07
rate	评定	We rate every employee's performance at the end of the year.	2026-05-12 15:51:19
agency	机构	She is calling for a collaboration of local, state and federal agencies to deal with the problem	2026-05-12 15:51:43
credit	信用	You should protect your personal credit carefully.	2026-05-12 15:51:59
hike	价格提高， 远足	It has now been forced to hike its rates by 5.25 percent.	2026-05-12 15:55:38
default	违约	The credit card business is down, and more borrowers are defualting on loans.	2026-05-12 15:56:21
projection	预测	The projection shows prices will keep rising	2026-05-12 15:56:36
skyrocket	价格飞涨	Production has dropped while prices and unemployment have skyrocketed.	2026-05-12 15:57:49
starve	使其缺乏	The electricity industry is not the only one to have been starved of investment.	2026-05-12 15:58:35
cash	现金	There are similar charges if you want to cash a cheque or withdraw money at a branch other than your own.	2026-05-12 15:58:48
hyperinflation	通货膨胀	In the hyperinflation of 1922-23 a dollar could be bought for 4.2 billion marks.	2026-05-12 15:59:34
collectively	共同地	These factors collectively led to the final result	2026-05-12 16:01:46
bet	打赌	Jockeys are forbidden to bet on the outcome of races.	2026-05-12 16:02:01
way out of	远离	We need to find a way out of the dilemma	2026-05-12 16:02:27
mess	困境	He got himself into a terrible mess.	2026-05-12 16:02:44
boom	繁荣	An economic boom followed, especially in housing and construction.	2026-05-12 16:03:10
shrink	减少	The vast forests of West Africa have shrunk	2026-05-12 16:04:32
expect	预计	I wasn't expecting a visitor	2026-05-12 16:07:01
storyline	故事情节	The suprise twists in the storyline are the film's greatest strength	2026-05-12 16:18:37
rear	养育， 栽种， 饲养	She spends a lot of time rearing animals.	2026-05-12 16:23:56
hostess	女主人， 女服务员	The hostess greeted us at the restaurant door.	2026-05-12 16:26:47
exaggerate	夸大	He think I'm exaggerating	2026-05-12 16:29:19
forensic	法医的	Forensic experts searched the area for clues.	2026-05-12 16:31:52
beg	乞求	I begged him to come back to New York with me	2026-05-12 16:42:06
grossly	非常	His estimate was grossly inaccurate	2026-05-12 16:53:37
ferociously	残忍地	They competed ferociously for the top position.	2026-05-12 16:57:21
prize	珍视， 珍贵的	I prize your friendship above all else	2026-05-12 17:02:44
possession	个人财产	Those documents are now in the possession of the Washington Post	2026-05-12 17:03:05
disruptive	破坏的	Alcohol can produce violent, disruptive behaviour	2026-05-12 17:04:28
elbow	肘	He slipped and fell, badly bruising and elbow	2026-05-13 15:18:54
